,CARGO_FORM,CALENDAR_YR,ORIGIN,QUANTITY,UNIT,COMMODITY_LIST,LOCATION
2305,Air Cargo,2017,THA,49,Box/Carton,Eryngium,NJ Newark
2306,Air Cargo,2018,THA,10,Box/Carton,Limonium,NJ Newark
2307,Air Cargo,2018,THA,18,Box/Carton,Dianthus,NJ Newark
2308,Air Cargo,2018,THA,9600,Stems,"Bouquet, Rose",NJ Newark
2309,Air Cargo,2018,THA,50,Stems,Antirrhinum,NJ Newark
2310,Air Cargo,2018,THA,266,Box/Carton,Eucalyptus,NJ Newark
2311,Air Cargo,2018,THA,388,Box/Carton,Lilium,NJ Newark
2312,Air Cargo,2018,THA,173460,Stems,Hypericum,NJ Newark
2313,Air Cargo,2018,THA,488,Box/Carton,"Bouquet, Mixed",NJ Newark
2314,Air Cargo,2018,THA,26170,Stems,Solidago,NJ Newark
2315,Maritime Cargo,2015,NLD,85048,Stems,Cocculus,NJ Newark
2316,Maritime Cargo,2015,NLD,8,Box/Carton,Ranunculus,NJ Newark
2317,Maritime Cargo,2015,NLD,18711,Stems,Aster,NJ Newark
2318,Maritime Cargo,2016,NLD,13096,Box/Carton,Campanula,NJ Newark
2319,Maritime Cargo,2016,NLD,1727,Box/Carton,Eucalyptus,NJ Newark
2320,Maritime Cargo,2016,NLD,9122,Box/Carton,Ranunculus,NJ Newark
2321,Maritime Cargo,2016,NLD,2421,Box/Carton,Chrysanthemum,NJ Newark
2322,Maritime Cargo,2017,THA,140,Box/Carton,Rosa,NJ Newark
2323,Maritime Cargo,2017,THA,140,Box/Carton,Chrysanthemum,NJ Newark
2324,Maritime Cargo,2017,THA,240,Box/Carton,Kalanchoe,NJ Newark
2325,Maritime Cargo,2017,THA,170,Box/Carton,Gypsophila,NJ Newark
2326,Maritime Cargo,2018,THA,90,Stems,Eucalyptus,NJ Newark
2327,Maritime Cargo,2018,THA,120,Stems,Antirrhinum,NJ Newark
2328,Maritime Cargo,2018,THA,891,Box/Carton,Hypericum,NJ Newark
2329,Maritime Cargo,2018,THA,87840,Stems,Senecio,NJ Newark
2330,Maritime Cargo,2019,THA,21,Box/Carton,Ruscus,NJ Newark
2331,Maritime Cargo,2019,THA,9,Box/Carton,Alstroemeria,NJ Newark
2332,Maritime Cargo,2019,THA,40,Box/Carton,Rumohra,NJ Newark
2333,Maritime Cargo,2019,THA,1050,Box/Carton,Craspedia,NJ Newark
2334,Maritime Cargo,2019,THA,30,Box/Carton,Limonium,NJ Newark
2335,Maritime Cargo,2020,THA,9,Box/Carton,Liatris,NJ Newark
2336,Maritime Cargo,2020,TWN,18,Box/Carton,Solidago,NJ Newark
2337,Maritime Cargo,2020,ZAF,67,Box/Carton,Bupleurum,NJ Newark
2338,Northern Border Cargo,2019,THA,49,Box/Carton,Chrysanthemum,NY Alexandria Bay
2339,Northern Border Cargo,2019,THA,30,Box/Carton,Solidago,NY Alexandria Bay
2340,Northern Border Cargo,2019,THA,9,Box/Carton,Aster,NY Alexandria Bay
2341,Northern Border Cargo,2019,THA,18,Box/Carton,"Bouquet, Mixed",NY Alexandria Bay
2342,Northern Border Cargo,2019,THA,15,Box/Carton,Chrysanthemum,NY Alexandria Bay
2343,Northern Border Cargo,2019,THA,40,Box/Carton,Gerbera,NY Alexandria Bay
2344,Northern Border Cargo,2019,THA,240,Box/Carton,Hydrangea,NY Alexandria Bay
2345,Northern Border Cargo,2019,THA,40,Box/Carton,Lepidium,NY Alexandria Bay
2346,Northern Border Cargo,2019,THA,58,Box/Carton,Lilium,NY Alexandria Bay
2347,Northern Border Cargo,2019,THA,147,Box/Carton,Chrysanthemum (pom-pon),NY Alexandria Bay
2348,Northern Border Cargo,2019,THA,19,Box/Carton,Solidago,NY Alexandria Bay
2349,Northern Border Cargo,2019,THA,142,Box/Carton,Helianthus,NY Alexandria Bay
2350,Northern Border Cargo,2019,THA,22,Box/Carton,Zantedeschia,NY Alexandria Bay
2351,Northern Border Cargo,2019,THA,11,Box/Carton,Chrysanthemum,NY Alexandria Bay
2352,Northern Border Cargo,2019,THA,44,Box/Carton,Hydrangea,NY Alexandria Bay
2353,Northern Border Cargo,2011,CAN,20000,Stems,Dianthus,NY Buffalo
2354,Northern Border Cargo,2011,CAN,172,Box/Carton,"Bouquet, Mixed",NY Buffalo
2355,Northern Border Cargo,2011,CAN,300,Box/Carton,Rosa,NY Buffalo
2356,Northern Border Cargo,2011,CAN,147,Box/Carton,Strelitzia,NY Buffalo
2357,Northern Border Cargo,2012,CAN,27,Box/Carton,Lisianthus,NY Buffalo
2358,Northern Border Cargo,2012,CAN,41,Box/Carton,Bouvardia,NY Buffalo
2359,Northern Border Cargo,2012,CAN,8,Box/Carton,Genista,NY Buffalo
2360,Northern Border Cargo,2012,CAN,11,Box/Carton,Limonium,NY Buffalo
2361,Northern Border Cargo,2012,CAN,92,Box/Carton,Dianthus,NY Buffalo
2362,Northern Border Cargo,2012,CAN,12,Box/Carton,Lisianthus,NY Buffalo
2363,Northern Border Cargo,2012,CAN,132,Box/Carton,Matthiola,NY Buffalo
2364,Northern Border Cargo,2013,ETH,25,Box/Carton,Hydrangea,NY Buffalo
2365,Northern Border Cargo,2013,FRA,8,Box/Carton,Dianthus (mini),NY Buffalo
2366,Northern Border Cargo,2013,GTM,142,Box/Carton,Gerbera,NY Buffalo
2367,Northern Border Cargo,2017,THA,120,Box/Carton,Brassica,NY Buffalo
2368,Northern Border Cargo,2017,THA,400,Box/Carton,Ranunculus,NY Buffalo
2369,Northern Border Cargo,2017,THA,13875,Stems,Rosa,NY Buffalo
2370,Northern Border Cargo,2018,THA,2000,Stems,Matthiola,NY Buffalo
2371,Northern Border Cargo,2018,THA,29250,Stems,Moluccella,NY Buffalo
2372,Northern Border Cargo,2018,THA,11264,Stems,Craspedia,NY Buffalo
2373,Northern Border Cargo,2018,THA,750,Stems,Alstroemeria,NY Buffalo
2374,Northern Border Cargo,2019,THA,160,Box/Carton,Rosa,NY Buffalo
2375,Northern Border Cargo,2019,THA,10,Box/Carton,Dianthus (mini),NY Buffalo
2376,Northern Border Cargo,2019,THA,240,Box/Carton,Lilium,NY Buffalo
2377,Northern Border Cargo,2019,THA,32,Box/Carton,"Bouquet, Mixed",NY Buffalo
2378,Northern Border Cargo,2019,THA,14,Box/Carton,Dianthus,NY Buffalo
2379,Northern Border Cargo,2019,THA,17,Box/Carton,Gypsophila,NY Buffalo
2380,Northern Border Cargo,2011,AUS,712,Stems,Matthiola,NY Buffalo
2381,Northern Border Cargo,2011,AUS,9,Box/Carton,Alstroemeria,NY Buffalo
2382,Northern Border Cargo,2011,CAN,14,Box/Carton,Alstroemeria,NY Buffalo
2383,Northern Border Cargo,2011,CAN,8,Box/Carton,Leucospermum,NY Buffalo
2384,Northern Border Cargo,2011,CAN,300,Stems,Trachelium,NY Buffalo
2385,Northern Border Cargo,2011,CAN,318,Box/Carton,Solidago,NY Buffalo
2386,Northern Border Cargo,2012,CAN,128,Box/Carton,Lunaria,NY Buffalo
2387,Northern Border Cargo,2012,CAN,102,Box/Carton,Lilium,NY Buffalo
2388,Northern Border Cargo,2012,CAN,512,Box/Carton,Alstroemeria,NY Buffalo
2389,Northern Border Cargo,2012,CAN,70,Stems,Hydrangea,NY Buffalo
2390,Northern Border Cargo,2012,CAN,212,Box/Carton,"Bouquet, Mixed",NY Buffalo
2391,Northern Border Cargo,2012,CAN,540,Box/Carton,Agapanthus,NY Buffalo
2392,Northern Border Cargo,2012,CAN,1025,Stems,Hydrangea,NY Buffalo
2393,Northern Border Cargo,2012,CAN,30,Box/Carton,Ruscus,NY Buffalo
2394,Northern Border Cargo,2012,CAN,15,Box/Carton,Scabiosa,NY Buffalo
2395,Northern Border Cargo,2012,CAN,42,Box/Carton,Antirrhinum,NY Buffalo
2396,Northern Border Cargo,2012,CAN,40,Box/Carton,Alstroemeria,NY Buffalo
2397,Northern Border Cargo,2013,CAN,36,Box/Carton,"Bouquet, Mixed",NY Buffalo
2398,Northern Border Cargo,2013,COL,11,Box/Carton,Dianthus,NY Buffalo
2399,Northern Border Cargo,2013,GTM,8,Box/Carton,Cyperus,NY Buffalo
2400,Northern Border Cargo,2014,GTM,100,Box/Carton,Helianthus,NY Buffalo
2401,Northern Border Cargo,2014,GTM,160,Box/Carton,"Bouquet, Rose",NY Buffalo
2402,Northern Border Cargo,2014,ISR,80,Box/Carton,Chrysanthemum (pom-pon),NY Buffalo
2403,Northern Border Cargo,2014,KEN,28,Box/Carton,Limonium,NY Buffalo
2404,Northern Border Cargo,2014,KEN,45,Box/Carton,Pittosporum,NY Buffalo
2405,Northern Border Cargo,2014,MEX,9,Box/Carton,Aster,NY Buffalo
2406,Northern Border Cargo,2015,MYS,75,Box/Carton,Lilium,NY Buffalo
2407,Northern Border Cargo,2015,MYS,71,Box/Carton,Alstroemeria,NY Buffalo
2408,Northern Border Cargo,2015,MYS,15,Box/Carton,Ammi,NY Buffalo
2409,Northern Border Cargo,2015,NLD,11,Box/Carton,Matthiola,NY Buffalo
2410,Northern Border Cargo,2016,NLD,6652,Box/Carton,Craspedia,NY Buffalo
2411,Northern Border Cargo,2017,THA,350,Box/Carton,Veronica,NY Buffalo
2412,Northern Border Cargo,2017,THA,140,Box/Carton,Scabiosa,NY Buffalo
2413,Northern Border Cargo,2016,NLD,80,Box/Carton,Dianthus,NY Buffalo
2414,Northern Border Cargo,2016,NLD,8,Box/Carton,Alstroemeria,NY Buffalo
2415,Northern Border Cargo,2016,NLD,8,Box/Carton,Lilium,NY Buffalo
2416,Northern Border Cargo,2017,THA,130,Box/Carton,Dianthus (mini),NY Buffalo
2417,Northern Border Cargo,2017,THA,46,Box/Carton,Lilium,NY Buffalo
2418,Northern Border Cargo,2017,THA,93,Box/Carton,Antirrhinum,NY Buffalo
2419,Northern Border Cargo,2017,THA,53,Box/Carton,Pittosporum,NY Buffalo
2420,Northern Border Cargo,2017,THA,68,Box/Carton,Aster,NY Buffalo
2421,Northern Border Cargo,2018,THA,19,Box/Carton,"Bouquet, Mixed",NY Buffalo
2422,Northern Border Cargo,2018,THA,16896,Stems,"Bouquet, Mixed",NY Buffalo
2423,Northern Border Cargo,2018,THA,21750,Stems,Gerbera,NY Buffalo
2424,Northern Border Cargo,2019,THA,25,Box/Carton,Leucospermum,NY Buffalo
2425,Northern Border Cargo,2019,THA,50,Box/Carton,Chrysanthemum (pom-pon),NY Buffalo
2426,Air Cargo,2017,THA,112,Box/Carton,Alstroemeria,NY JFK
2427,Air Cargo,2017,THA,2220,Box/Carton,Dianthus,NY JFK
2428,Air Cargo,2017,THA,4148,Box/Carton,Hydrangea,NY JFK
2429,Air Cargo,2017,THA,55,Box/Carton,Ruscus,NY JFK
2430,Air Cargo,2017,THA,70,Box/Carton,Helianthus,NY JFK
2431,Air Cargo,2017,THA,54,Box/Carton,Alstroemeria,NY JFK
2432,Air Cargo,2017,THA,108,Box/Carton,Zantedeschia,NY JFK
2433,Air Cargo,2017,THA,50,Box/Carton,Rosa,NY JFK
2434,Air Cargo,2017,THA,45,Box/Carton,Dianthus,NY JFK
2435,Air Cargo,2017,THA,97,Box/Carton,"Bouquet, Mixed",NY JFK
2436,Air Cargo,2017,THA,61,Box/Carton,Helianthus,NY JFK
2437,Air Cargo,2017,THA,157,Box/Carton,Alstroemeria,NY JFK
2438,Air Cargo,2017,THA,33,Box/Carton,Campanula,NY JFK
2439,Air Cargo,2018,THA,56,Box/Carton,Lilium,NY JFK
2440,Air Cargo,2018,THA,30,Box/Carton,Dianthus (mini),NY JFK
2441,Air Cargo,2018,THA,8,Box/Carton,Moluccella,NY JFK
2442,Air Cargo,2018,THA,37,Box/Carton,Dianthus,NY JFK
2443,Air Cargo,2018,THA,200,Stems,Helianthus,NY JFK
2444,Air Cargo,2018,THA,600,Box/Carton,"Bouquet, Mixed",NY JFK
2445,Air Cargo,2018,THA,88,Box/Carton,Solidago,NY JFK
2446,Air Cargo,2018,THA,60,Box/Carton,Eryngium,NY JFK
2447,Air Cargo,2018,THA,78,Box/Carton,Chrysanthemum,NY JFK
2448,Air Cargo,2018,THA,37,Box/Carton,Antirrhinum,NY JFK
2449,Air Cargo,2018,THA,72900,Stems,Strelitzia,NY JFK
2450,Air Cargo,2018,THA,22,Box/Carton,Helianthus,NY JFK
2451,Air Cargo,2018,THA,536,Box/Carton,Rosa,NY JFK
2452,Air Cargo,2018,THA,101,Box/Carton,Dianthus,NY JFK
2453,Air Cargo,2018,THA,41,Box/Carton,Rosa,NY JFK
2454,Air Cargo,2018,THA,28,Box/Carton,Limonium,NY JFK
2455,Air Cargo,2018,THA,69,Box/Carton,Dianthus,NY JFK
2456,Air Cargo,2018,THA,131,Box/Carton,Chrysanthemum,NY JFK
2457,Air Cargo,2018,THA,5550,Stems,Gerbera,NY JFK
2458,Air Cargo,2018,THA,100,Box/Carton,Rosa,NY JFK
2459,Air Cargo,2018,THA,21,Box/Carton,"Bouquet, Rose",NY JFK
2460,Air Cargo,2018,THA,8325,Stems,"Bouquet, Rose",NY JFK
2461,Air Cargo,2018,THA,804,Box/Carton,Alstroemeria,NY JFK
2462,Air Cargo,2018,THA,10,Stems,Dianthus,NY JFK
2463,Air Cargo,2018,THA,10125,Stems,Craspedia,NY JFK
2464,Air Cargo,2018,THA,700,Box/Carton,Cyperus,NY JFK
2465,Air Cargo,2018,THA,1926,Box/Carton,Leucospermum,NY JFK
2466,Air Cargo,2018,THA,242,Box/Carton,Liatris,NY JFK
2467,Air Cargo,2018,THA,204,Box/Carton,Limonium,NY JFK
2468,Air Cargo,2018,THA,40,Box/Carton,Gerbera,NY JFK
2469,Air Cargo,2018,THA,115000,Stems,Hydrangea,NY JFK
2470,Air Cargo,2018,THA,92,Box/Carton,Rumohra,NY JFK
2471,Air Cargo,2018,THA,67200,Stems,Lepidium,NY JFK
2472,Air Cargo,2018,THA,873,Box/Carton,Liriodendron,NY JFK
2473,Air Cargo,2018,THA,3800,Stems,Limonium,NY JFK
2474,Air Cargo,2018,THA,617,Box/Carton,Pittosporum,NY JFK
2475,Air Cargo,2018,THA,6900,Stems,Solidago,NY JFK
2476,Air Cargo,2018,THA,150,Box/Carton,Matthiola,NY JFK
2477,Air Cargo,2018,THA,800,Box/Carton,Delphinium,NY JFK
2478,Air Cargo,2018,THA,871,Box/Carton,Paeonia,NY JFK
2479,Air Cargo,2018,THA,158420,Stems,Helianthus,NY JFK
2480,Air Cargo,2011,CAN,17,Box/Carton,Ornithogalum,NY JFK
2481,Air Cargo,2011,CAN,67,Box/Carton,Pittosporum,NY JFK
2482,Air Cargo,2011,CAN,10,Box/Carton,Chrysanthemum (pom-pon),NY JFK
2483,Air Cargo,2011,CAN,13,Box/Carton,Antirrhinum,NY JFK
2484,Air Cargo,2011,CAN,10,Box/Carton,Dianthus,NY JFK
2485,Air Cargo,2011,CAN,70,Stems,Gypsophila,NY JFK
2486,Air Cargo,2011,CAN,15,Box/Carton,Limonium,NY JFK
2487,Air Cargo,2011,CAN,11,Box/Carton,Dianthus (mini),NY JFK
2488,Air Cargo,2011,CAN,9460,Stems,Alstroemeria,NY JFK
2489,Air Cargo,2011,CAN,9526,Stems,Limonium,NY JFK
2490,Air Cargo,2011,CAN,100,Stems,Chrysanthemum,NY JFK
2491,Air Cargo,2011,CAN,2100,Stems,Chrysanthemum (pom-pon),NY JFK
2492,Air Cargo,2011,CAN,17260,Stems,Chrysanthemum (pom-pon),NY JFK
2493,Air Cargo,2011,CAN,312,Box/Carton,Alstroemeria,NY JFK
2494,Air Cargo,2011,CAN,16,Stems,Alstroemeria,NY JFK
2495,Air Cargo,2011,CAN,9,Box/Carton,Hypericum,NY JFK
2496,Air Cargo,2011,CAN,11,Box/Carton,Brassica,NY JFK
2497,Air Cargo,2011,CAN,15,Box/Carton,Leucadendron,NY JFK
2498,Air Cargo,2011,CAN,8,Box/Carton,Leucospermum,NY JFK
2499,Air Cargo,2011,CAN,50,Box/Carton,Delphinium,NY JFK
2500,Air Cargo,2011,CAN,20,Box/Carton,Senecio,NY JFK
2501,Air Cargo,2011,CAN,20,Box/Carton,Scabiosa,NY JFK
2502,Air Cargo,2011,CAN,58,Box/Carton,Ammi,NY JFK
2503,Air Cargo,2011,CAN,10,Box/Carton,Anemone,NY JFK
2504,Air Cargo,2011,CAN,200,Box/Carton,Ranunculus,NY JFK
2505,Air Cargo,2011,CAN,33,Box/Carton,Leucadendron,NY JFK
2506,Air Cargo,2011,CAN,154,Box/Carton,Lilium,NY JFK
2507,Air Cargo,2011,CAN,214,Box/Carton,Strelitzia,NY JFK
2508,Air Cargo,2011,CAN,125,Stems,Chrysanthemum,NY JFK
2509,Air Cargo,2011,CAN,1176,Box/Carton,Rosa,NY JFK
2510,Air Cargo,2011,CAN,24,Stems,Matthiola,NY JFK
2511,Air Cargo,2011,CAN,10,Box/Carton,Ruscus,NY JFK
2512,Air Cargo,2011,CAN,211,Box/Carton,Strelitzia,NY JFK
2513,Air Cargo,2011,CAN,300,Stems,Gypsophila,NY JFK
2514,Air Cargo,2011,CAN,86,Box/Carton,Hydrangea,NY JFK
2515,Air Cargo,2012,CAN,200,Stems,Eryngium,NY JFK
2516,Air Cargo,2012,CAN,29,Box/Carton,Chamaedorea,NY JFK
2517,Air Cargo,2012,CAN,24,Box/Carton,Allium,NY JFK
2518,Air Cargo,2012,CAN,100,Box/Carton,Leucanthemum,NY JFK
2519,Air Cargo,2012,CAN,25,Box/Carton,Phalaenopsis,NY JFK
2520,Air Cargo,2012,CAN,37,Box/Carton,Astrantia,NY JFK
2521,Air Cargo,2012,CAN,9,Box/Carton,Betula,NY JFK
2522,Air Cargo,2012,CAN,22,Box/Carton,Echeveria,NY JFK
2523,Air Cargo,2012,CAN,9,Box/Carton,Gerbera,NY JFK
2524,Air Cargo,2012,CAN,256,Stems,Narcissus,NY JFK
2525,Air Cargo,2012,CAN,100,Stems,Ranunculus,NY JFK
2526,Air Cargo,2012,CAN,11,Box/Carton,Dendrobium,NY JFK
2527,Air Cargo,2012,CAN,48,Stems,Rosa,NY JFK
2528,Air Cargo,2012,CAN,165,Stems,"Bouquet, Rose",NY JFK
2529,Air Cargo,2012,CAN,177,Stems,Rosa,NY JFK
2530,Air Cargo,2012,CAN,96,Stems,Rosa,NY JFK
2531,Air Cargo,2012,CAN,8,Box/Carton,Rosa,NY JFK
2532,Air Cargo,2012,CAN,10,Box/Carton,Chrysanthemum,NY JFK
2533,Air Cargo,2012,CAN,36,Box/Carton,Dianthus (mini),NY JFK
2534,Air Cargo,2012,CAN,96,Box/Carton,Liatris,NY JFK
2535,Air Cargo,2012,CAN,10,Box/Carton,Lilium,NY JFK
2536,Air Cargo,2012,CAN,23,Box/Carton,Aster,NY JFK
2537,Air Cargo,2012,CAN,13,Box/Carton,Aster,NY JFK
2538,Air Cargo,2012,CAN,37,Box/Carton,Aster,NY JFK
2539,Air Cargo,2012,CAN,20,Box/Carton,"Bouquet, Mixed",NY JFK
2540,Air Cargo,2012,CAN,22,Box/Carton,Chrysanthemum,NY JFK
2541,Air Cargo,2012,CAN,61,Box/Carton,Zantedeschia,NY JFK
2542,Air Cargo,2012,CAN,23,Box/Carton,Ruscus,NY JFK
2543,Air Cargo,2012,CAN,73,Box/Carton,Eryngium,NY JFK
2544,Air Cargo,2012,CAN,19,Box/Carton,Zantedeschia,NY JFK
2545,Air Cargo,2012,CAN,240,Stems,Eryngium,NY JFK
2546,Air Cargo,2012,CAN,50,Stems,Eucalyptus,NY JFK
2547,Air Cargo,2012,CAN,60,Stems,Ammi,NY JFK
2548,Air Cargo,2012,CAN,100,Stems,Anemone,NY JFK
2549,Air Cargo,2012,CAN,55,Stems,Antirrhinum,NY JFK
2550,Air Cargo,2012,CAN,31,Box/Carton,Eryngium,NY JFK
2551,Air Cargo,2012,CAN,12,Box/Carton,Gerbera,NY JFK
2552,Air Cargo,2012,CAN,15,Box/Carton,Gypsophila,NY JFK
2553,Air Cargo,2012,CAN,860,Stems,Hypericum,NY JFK
2554,Air Cargo,2012,CAN,18,Box/Carton,Limonium,NY JFK
2555,Air Cargo,2012,CAN,19,Box/Carton,Lisianthus,NY JFK
2556,Air Cargo,2012,CAN,22,Box/Carton,"Bouquet, Mixed",NY JFK
2557,Air Cargo,2012,CAN,29,Box/Carton,Lisianthus,NY JFK
2558,Air Cargo,2012,CAN,10,Box/Carton,Moluccella,NY JFK
2559,Air Cargo,2012,CAN,20,Box/Carton,Rosa,NY JFK
2560,Air Cargo,2012,CAN,9,Box/Carton,Senecio,NY JFK
2561,Air Cargo,2012,CAN,135,Box/Carton,Limonium,NY JFK
2562,Air Cargo,2012,CAN,11,Box/Carton,Helianthus,NY JFK
2563,Air Cargo,2012,CAN,10,Box/Carton,Liatris,NY JFK
2564,Air Cargo,2012,CAN,20,Box/Carton,Gerbera,NY JFK
2565,Air Cargo,2012,CAN,8,Box/Carton,Eryngium,NY JFK
2566,Air Cargo,2012,CAN,8,Box/Carton,Gypsophila,NY JFK
2567,Air Cargo,2012,CAN,23,Box/Carton,Dianthus,NY JFK
2568,Air Cargo,2013,CAN,12,Box/Carton,Antirrhinum,NY JFK
2569,Air Cargo,2013,CAN,14,Box/Carton,Chrysanthemum (pom-pon),NY JFK
2570,Air Cargo,2013,COL,66,Box/Carton,Delphinium,NY JFK
2571,Air Cargo,2013,COL,48,Box/Carton,Solidago,NY JFK
2572,Air Cargo,2013,COL,14,Box/Carton,Limonium,NY JFK
2573,Air Cargo,2013,COL,36,Box/Carton,Veronica,NY JFK
2574,Air Cargo,2013,COL,16,Box/Carton,Zantedeschia,NY JFK
2575,Air Cargo,2013,COL,68,Box/Carton,"Bouquet, Rose",NY JFK
2576,Air Cargo,2013,COL,49,Box/Carton,Hypericum,NY JFK
2577,Air Cargo,2013,COL,43,Box/Carton,Eryngium,NY JFK
2578,Air Cargo,2013,CRI,44,Box/Carton,Liatris,NY JFK
2579,Air Cargo,2013,CRI,14,Box/Carton,Lilium,NY JFK
2580,Air Cargo,2013,CRI,43,Box/Carton,"Bouquet, Mixed",NY JFK
2581,Air Cargo,2013,CRI,12,Box/Carton,Chrysanthemum,NY JFK
2582,Air Cargo,2013,CRI,17,Box/Carton,Eucalyptus,NY JFK
2583,Air Cargo,2013,CRI,33,Box/Carton,Gerbera,NY JFK
2584,Air Cargo,2013,CRI,12,Box/Carton,Hydrangea,NY JFK
2585,Air Cargo,2013,CRI,31,Box/Carton,Lisianthus,NY JFK
2586,Air Cargo,2013,CRI,14,Box/Carton,Lilium,NY JFK
2587,Air Cargo,2013,CRI,11,Box/Carton,Limonium,NY JFK
2588,Air Cargo,2013,CRI,9,Box/Carton,Zantedeschia,NY JFK
2589,Air Cargo,2013,CRI,24,Box/Carton,Anemone,NY JFK
2590,Air Cargo,2013,CRI,22,Box/Carton,Rosa,NY JFK
2591,Air Cargo,2013,CRI,31,Box/Carton,Rosa,NY JFK
2592,Air Cargo,2013,ECU,9,Box/Carton,Liatris,NY JFK
2593,Air Cargo,2013,ECU,23,Box/Carton,Limonium,NY JFK
2594,Air Cargo,2013,ECU,150,Box/Carton,Lisianthus,NY JFK
2595,Air Cargo,2013,ECU,28,Box/Carton,Matthiola,NY JFK
2596,Air Cargo,2013,ECU,140,Box/Carton,Limonium,NY JFK
2597,Air Cargo,2013,ETH,40,Box/Carton,Lilium,NY JFK
2598,Air Cargo,2013,ETH,39,Box/Carton,"Bouquet, Mixed",NY JFK
2599,Air Cargo,2013,ETH,21,Box/Carton,Alpinia,NY JFK
2600,Air Cargo,2013,ETH,21,Box/Carton,Lilium,NY JFK
2601,Air Cargo,2013,ETH,90,Box/Carton,Limonium,NY JFK
2602,Air Cargo,2013,ETH,15,Box/Carton,Gypsophila,NY JFK
2603,Air Cargo,2013,ETH,43,Box/Carton,Strelitzia,NY JFK
2604,Air Cargo,2013,ETH,17,Box/Carton,Helianthus,NY JFK
2605,Air Cargo,2013,ETH,10,Box/Carton,Ammi,NY JFK
2606,Air Cargo,2013,ETH,82,Box/Carton,Antirrhinum,NY JFK
2607,Air Cargo,2013,ETH,10,Box/Carton,Leucadendron,NY JFK
2608,Air Cargo,2013,ETH,12,Box/Carton,Hydrangea,NY JFK
2609,Air Cargo,2013,ETH,30,Box/Carton,Gypsophila,NY JFK
2610,Air Cargo,2013,ETH,75,Box/Carton,Ruscus,NY JFK
2611,Air Cargo,2013,GBR,15,Box/Carton,Eryngium,NY JFK
2612,Air Cargo,2013,GBR,17,Box/Carton,Eucalyptus,NY JFK
2613,Air Cargo,2013,GBR,66,Box/Carton,Gerbera,NY JFK
2614,Air Cargo,2013,GBR,69,Box/Carton,Chrysanthemum (pom-pon),NY JFK
2615,Air Cargo,2013,GBR,62,Box/Carton,Rosa,NY JFK
2616,Air Cargo,2013,GBR,16,Box/Carton,Limonium,NY JFK
2617,Air Cargo,2013,GBR,135,Box/Carton,Helianthus,NY JFK
2618,Air Cargo,2013,GTM,16,Box/Carton,Hydrangea,NY JFK
2619,Air Cargo,2013,GTM,8,Box/Carton,Lepidium,NY JFK
2620,Air Cargo,2013,GTM,139,Box/Carton,Lilium,NY JFK
2621,Air Cargo,2013,GTM,15,Box/Carton,"Bouquet, Mixed",NY JFK
2622,Air Cargo,2013,GTM,10,Box/Carton,Nephrolepis,NY JFK
2623,Air Cargo,2013,GTM,15,Box/Carton,Alstroemeria,NY JFK
2624,Air Cargo,2014,GTM,31,Box/Carton,Hydrangea,NY JFK
2625,Air Cargo,2014,GTM,70,Box/Carton,Rosa,NY JFK
2626,Air Cargo,2014,GTM,18,Box/Carton,Hypericum,NY JFK
2627,Air Cargo,2014,GTM,22,Box/Carton,Alstroemeria,NY JFK
2628,Air Cargo,2014,IND,12,Box/Carton,Hydrangea,NY JFK
2629,Air Cargo,2014,IND,8,Box/Carton,Rosa,NY JFK
2630,Air Cargo,2014,IRE,16,Box/Carton,Chrysanthemum,NY JFK
2631,Air Cargo,2014,IRE,37,Box/Carton,Eryngium,NY JFK
2632,Air Cargo,2014,IRE,41,Box/Carton,Helianthus,NY JFK
2633,Air Cargo,2014,ISR,14,Box/Carton,Dianthus,NY JFK
2634,Air Cargo,2014,ISR,15,Box/Carton,Chrysanthemum,NY JFK
2635,Air Cargo,2014,ISR,18,Box/Carton,Eryngium,NY JFK
2636,Air Cargo,2014,ISR,28,Box/Carton,Gypsophila,NY JFK
2637,Air Cargo,2014,ISR,22,Box/Carton,Lilium,NY JFK
2638,Air Cargo,2014,ISR,21,Box/Carton,Limonium,NY JFK
2639,Air Cargo,2014,ISR,20,Box/Carton,Moluccella,NY JFK
2640,Air Cargo,2014,ISR,10,Box/Carton,Ornithogalum,NY JFK
2641,Air Cargo,2014,ISR,59,Box/Carton,Alstroemeria,NY JFK
2642,Air Cargo,2014,ISR,39,Box/Carton,Gypsophila,NY JFK
2643,Air Cargo,2014,ISR,9,Box/Carton,Gypsophila,NY JFK
2644,Air Cargo,2014,ISR,32,Box/Carton,Dianthus (mini),NY JFK
2645,Air Cargo,2014,ISR,11,Box/Carton,"Bouquet, Mixed",NY JFK
2646,Air Cargo,2014,ITA,15,Box/Carton,Strelitzia,NY JFK
2647,Air Cargo,2014,ITA,130,Box/Carton,Chrysanthemum,NY JFK
2648,Air Cargo,2014,ITA,14,Box/Carton,Chrysanthemum (pom-pon),NY JFK
2649,Air Cargo,2014,JPN,18,Box/Carton,Solidago,NY JFK
2650,Air Cargo,2014,JPN,55,Box/Carton,"Bouquet, Mixed",NY JFK
2651,Air Cargo,2014,JPN,45,Box/Carton,Matthiola,NY JFK
2652,Air Cargo,2014,JPN,119,Box/Carton,Moluccella,NY JFK
2653,Air Cargo,2014,KEN,140,Box/Carton,Delphinium,NY JFK
2654,Air Cargo,2014,KEN,27,Box/Carton,Gypsophila,NY JFK
